"Kaplan_meier","IPTW Kaplan_meier","AIPTW-AIPCW"
-3.48388412892768,92.9069296016185,-72.5082586145814
-24.5146103896104,22.227933874902,NA
-53.2196882519098,5.29191439680079,NA
4.32710994650125,10.4853080467475,87.4096648953813
-48.805850794615,-51.9993897447554,70.8934624894145
-39.6016042780752,-42.429333841528,NA
5.55968894493537,14.6681471209972,75.0688972657872
-13.8094989015577,51.4872771172737,-509.581831311631
-30.3001348687621,0.208516401702917,NA
-16.410256410257,-16.7906136606314,5126321756203978
-7.28668520234743,-12.0021922423695,8489655840458865
NA,NA,NA
-22.7682709447421,-9.65142061032463,NA
-60.7459329621137,-60.745932960598,NA
-12.7519379844964,5.35869114379923,NA
-7.81333333333322,12.0786323746015,NA
-62.6298443698494,30.1021204725945,-5250.06773285536
-40.0666666666667,1.25072460242556,NA
-18.2812796959141,43.2897615726912,NA
-22.3277971047011,-22.3277971017555,-3.28954349541718
-36.5924209659152,47.2213629499266,-40741.3319353101
-38.8058183297726,-24.6927313705682,NA
-53.3217138707336,-29.3635766044226,NA
-33.6934791934787,36.3331848594051,1285.82512429333
-40.2957449055016,22.4738642511368,-600.843971579593
-4.52080200501211,-13.2439662040443,-134.414591939266
-16.7875000000001,-31.933877444624,-9.99823379274413
-24.8227219934537,-53.0949104315359,44.8553923945453
-40.5833333333324,-21.0209506585358,NA
-19.7589743589746,-3.25350840296832,NA
-36.1974424552432,-29.9358335674038,3996896630349795
-58.9527112232031,-58.9527112184974,NA
-14.3672634271097,5.1639137925856,NA
-38.3546178880028,-27.7375558866167,-77290486152807.6
-26.6868296868294,37.2943970978599,NA
-18.8041666666663,-32.5363247878691,NA
-36.8616891064875,-29.1550151284506,-121.012107882416
-12.5615359723872,16.9086821194,3.29799413777159
-14.2808441558446,-11.837054187487,-136686376452004
-30.3486188448514,-24.3799430810165,NA
-29.6649768094056,-29.6649768065585,49.9889098171404
-26.2127842127841,-76.9443161959822,-87.5221076665581
-21.8473735303638,46.017175756756,-14943.9538494636
-59.8870967741926,-59.8872137927021,NA
NA,NA,NA
-28.5884427845207,-36.2293456266767,NA
-22.1943734015345,5.01279274972452,NA
-47.6554032848617,-41.4178329958372,2660947387277939
-61.5381263616561,36.7462280127002,NA
-53.018777881523,-50.0383286659912,NA
-2.97498949138281,-13.9840839475722,NA
-52.756043956044,-21.7086470401284,NA
-42.1158710730317,-10.7990774064872,NA
-26.6814799503923,-26.6814799326811,NA
-40.3634251576502,-35.0839247116801,NA
-10.095486111111,-10.095486111704,NA
12.6067019400359,15.256245698164,589.825594962942
-25.351489188086,16.7432266030659,-4718.96813349631
-7.74999999999983,-7.74999999992646,NA
NA,NA,NA
-12.5693168619999,-12.5693145602999,NA
-9.43406593406678,-10.7594093375831,NA
6.223938223939,6.7113062045431,-4224727582837655
-41.2160441426141,-8.26659934634162,NA
-6.53759590792839,-1.46973644813107,NA
10.0008680555557,12.5025126988289,59.480282710341
-40.09631059631,-7.22040206145252,2261085811939940
-16.9718369062629,-15.6880090914963,-125.998332044445
-1.81908638625055,34.2705897329975,-27.8588702455739
-20.2263331955355,-63.6618657905316,-4914571273090841
-28.0717317487264,-17.4037756868537,-14090050295291302
-30.6062422488627,2.92541844701695,119.601997652008
-39.377224587837,-12.3991365086092,-267.242766982094
-33.1413105413106,-3.06212468671191,5945145704102395
-30.8674547546821,65.5632549945681,-31.5939200444996
NA,NA,NA
-43.9279279279276,-0.189707393625355,NA
-33.5066666666669,-14.8728705848984,-2482005609291058
-5.38582342954112,-1.35284708780969,NA
-29.3164835164843,5.20990479437879,NA
-14.1790668348049,34.7768933252036,30.9879825753508
13.1217703626472,15.0110939572705,107.272443163756
NA,NA,NA
-55.617428601318,16.8364242340669,NA
-19.5042444821727,47.5556890262015,NA
-52.197821162765,21.5178467523342,NA
-13.176948051948,4.06206999605654,4778075886459201
-41.3627916798645,14.2925626196572,NA
-36.3555194805194,-41.6569438941455,47.0988896546083
-46.162666666666,-0.472074947508344,11578978921960502
-60.4862474382476,-60.4862474357968,NA
-48.2933333333332,12.7452662092305,-10.6170305907907
-32.989911727617,-14.4149530431361,-21.0196090754182
-48.4789789789783,68.9650410964194,NA
-42.2987212276221,9.99442147558421,-826.001066358288
-22.5109395109387,35.0036900022267,NA
-5.78627471492894,-14.9948951617194,NA
-19.5113685113686,-150.684566086101,-23.4346335421141
-6.35733333333263,19.5735618050052,-95.7490312249297
-22.5002145002146,-22.5002144994311,NA
