"Kaplan_meier","IPTW Kaplan_meier","AIPTW-AIPCW"
-3.48388412892768,9.53717980172456,14.8834711696619
-24.5146103896104,3.9536097920635,-6.53911101428934
-53.2196882519098,-15.0092085153237,-19.8821410483764
4.32710994650125,21.4586389845117,17.3287731011054
-48.805850794615,-32.997722949244,-38.536042453946
-39.6016042780752,-10.7546963377171,-26.5023076450936
5.55968894493537,19.9957887308751,23.3363240493621
-13.8094989015577,4.188403983748,5.13302158745851
-30.3001348687621,-19.3634580488047,-22.1581079352755
-16.410256410257,-10.9877638764497,-5.44455736336556
-7.28668520234743,7.43347841490254,10.1246809528377
-37.268229166667,-22.6746033776462,-18.9221673261392
-22.7682709447421,1.84135501034689,-0.802352162096132
-60.7459329621137,-14.690370425324,-36.4137998693272
-12.7519379844964,-11.4500894038499,-8.97501228607903
-7.81333333333322,18.9158696739563,18.7642874919774
-62.6298443698494,-26.6234643327072,-36.3497200341073
-40.0666666666667,-6.52250501555642,-15.8293075169005
-18.2812796959141,6.5843626158823,2.3319574060313
-22.3277971047011,-10.2278364178518,-15.2686947408527
-36.5924209659152,-19.3677466465661,-23.4016458856196
-38.8058183297726,-27.6806259593927,-23.6406905480364
-53.3217138707336,-31.5880418920478,-34.5653371762015
-33.6934791934787,-18.290334492896,-14.1303422403226
-40.2957449055016,-24.212347577844,-21.0773933860092
-4.52080200501211,7.51871096718128,5.86588022051338
-16.7875000000001,-12.0700299954188,-6.80378997263886
-24.8227219934537,-26.3153365338343,-22.0885292105627
-40.5833333333324,-27.320541758273,-32.101382696913
-19.7589743589746,-4.8796670360187,4.7956494155007
-36.1974424552432,-17.1925525172178,-17.2321690683069
-58.9527112232031,-26.9894754740828,-24.0377995041026
-14.3672634271097,-1.72366071216777,-1.06162565159298
-38.3546178880028,-7.92480175923595,-18.1999269119042
-26.6868296868294,2.06918859901646,-3.96687741484664
-18.8041666666663,-9.70323413799048,-7.1320851085864
-36.8616891064875,-22.152957405041,-33.9048801748841
-12.5615359723872,5.4050524457906,0.56909209214633
-14.2808441558446,-3.93846914425745,6.41040200436225
-30.3486188448514,-19.9024779782422,-18.6637834246673
-29.6649768094056,-4.27109842017569,1.20229343494333
-26.2127842127841,-27.218027388576,-20.7340329940522
-21.8473735303638,-5.33570082518304,-1.01110787482254
-59.8870967741926,-36.0180190207774,-50.5040511870495
-6.73287095418266,-2.37470337641577,1.72801014056702
-28.5884427845207,-13.7053071723489,-13.2495405970523
-22.1943734015345,3.01407073075899,-5.51055175264632
-47.6554032848617,-22.3715152645068,-31.2046016920361
-61.5381263616561,-35.5467193690298,-37.0436508586664
-53.018777881523,-29.2670751686432,-54.8802531969394
-2.97498949138281,-0.0228075876151479,0.608023872444391
-52.756043956044,-16.4779836906982,-24.2876201847968
-42.1158710730317,-29.6109595385689,-18.0077107599388
-26.6814799503923,-7.76625088300818,-6.25486591891713
-40.3634251576502,-19.3918388696463,-19.9510694559225
-10.095486111111,-3.09318554624508,2.37688648064278
12.6067019400359,12.2569733929884,27.79733749897
-25.351489188086,-8.67225255455122,-13.9590564705502
-7.74999999999983,-2.58808018359002,-1.76600697751378
-13.6291666666672,-7.02538835829381,-5.32187128042618
-12.5693168619999,3.68873886338491,-2.08962626330392
-9.43406593406678,-7.9230944834477,7.12747152350986
6.223938223939,22.0221439144256,27.2827676435253
-41.2160441426141,-36.7336167397619,-38.6898885445087
-6.53759590792839,-7.98487293146866,-4.6450467426748
10.0008680555557,14.7838832178833,15.3956309957103
-40.09631059631,-21.5260769564794,-28.0845418872529
-16.9718369062629,-12.696932108083,-9.44467094276498
-1.81908638625055,21.5854195614124,27.8214335372693
-20.2263331955355,-7.0230312277526,-1.23537726366038
-28.0717317487264,-10.7285077232712,-21.2665695671028
-30.6062422488627,-15.7907738346763,-11.9166793593239
-39.377224587837,-22.8039695121565,-21.6640731562165
-33.1413105413106,-1.89044841133051,-9.77855858269067
-30.8674547546821,-9.24119312797717,-16.7568233673224
-41.1382934005886,-24.9497164181893,-29.2470567441938
-43.9279279279276,-17.5616653697542,-20.4052144556866
-33.5066666666669,-14.6799124768418,-16.9564541763005
-5.38582342954112,14.5830307183077,14.7014727093464
-29.3164835164843,-14.5721931074683,-14.8911870121345
-14.1790668348049,3.37235860363609,3.95664867548592
13.1217703626472,4.45853050800093,13.357400120524
-32.470295386658,-13.6848337482286,-6.1392723860773
-55.617428601318,-29.2291511401423,-30.153185826378
-19.5042444821727,16.1526255476184,-2.33393441761545
-52.197821162765,-10.8716525912039,-24.5160602808641
-13.176948051948,-6.89185839164554,6.92851907510353
-41.3627916798645,-9.21629514631388,-9.24754278568193
-36.3555194805194,-22.4309664534646,-27.6000232777735
-46.162666666666,-1.40925384644777,-24.0519657667375
-60.4862474382476,NA,-43.7415339606812
-48.2933333333332,-12.5143838677819,-12.6617058839673
-32.989911727617,-12.4881167770085,-16.8354938945735
-48.4789789789783,NA,-17.6117519714198
-42.2987212276221,-20.2171423032839,-17.8660775591002
-22.5109395109387,-11.4329080470061,-15.4496009348394
-5.78627471492894,-0.839838720324451,7.50171434857196
-19.5113685113686,-6.42721358034476,-5.33928145935082
-6.35733333333263,-3.67564739508242,6.14398655858346
-22.5002145002146,6.32908162933234,-2.61958914242998
